Release Year,Title,Origin/Ethnicity,Director,Cast,Genre,Wiki Page,Plot
1918,The Cook,American,Roscoe Arbuckle,"Fatty Arbuckle, Buster Keaton",comedy,https://en.wikipedia.org/wiki/The_Cook,"Fatty is the head chef at the ""Bull Pup"" restaurant where Keaton serves as the head waiter. One evening while service is in full flow Keaton and Fatty entertain the crowd with their dancing (despite breaking most of the plates and bottles in the restaurant in the process). The fun is soon spoiled when a vagrant (St. John), referred to as ""Holdup Man"" in the film's credits, comes in and begins ruining everyone's good time and dancing with the waitress (Alice Lake) against her will. Fatty, Keaton and the manager are no match for Holdup Man but he is subsequently scared off by Luke, Fatty's dog. Later, Fatty and Keaton join a pair of gentlemen in the restaurant for a big plate of spaghetti, not being able to replicate the correct way of eating it they resort to their own methods of eating one string at a time and cutting the pasta with scissors to make it shorter.
The next day Fatty plans a fishing trip with Luke while Keaton simultaneously takes the waitress on a date to the amusement park. Fatty takes a shortcut through the park and knocks several people out with his exceptionally long fishing rod before arriving on the beach. The waitress gets separated from Keaton and is chased around the park by Holdup Man and ends up falling off the top of a roller coaster, falling into the sea. Holdup man is chased off by Luke yet again and Fatty and Keaton attempt to rescue the waitress but find that the key to a flotation device is ""in a courthouse one mile east"". Acting fast, they grab a rope to throw to the waitress but Keaton falls off the pier still holding the rope and drags Fatty in with him."
1918,The Craving,American,John Ford,"Francis Ford, Mae Gaston",drama,https://en.wikipedia.org/wiki/The_Craving_(1918_film),"Carroll Wayles (Ford) is a chemist who has discovered the formula for a high explosive. This is a secret All Kasarib (Gerald) wishes to learn.
He uses his ward, Beulah Grey (Gaston), who is under his hypnotic power, to tempt Wayles with liquor, knowing that he has formerly been addicted to drink, but had overcome it. Wayles returns to his former mode of living. Kasarib gains the ascendency over him and learns the secret. Waylesâ€™ spirit is taken on an imaginary trip over battlegrounds and through scenes of lust to show him the pitfalls that await slaves of the flesh.
Wayles awakens a changed man. He goes to the laboratory of Kasarib, where there is a struggle, during which an explosion kills Kasarib. Wayles and the ward are then free to marry each other."
1918,The Deciding Kiss,American,Tod Browning,"Edith Roberts, Hallam Cooley",comedy,https://en.wikipedia.org/wiki/The_Deciding_Kiss,"As described in a film magazine,[3] Eleanor Hamlin (Roberts), who has been living with an old and impoverished couple, is adopted by two couples, Mr. and Mrs. Sears and Beulah Page (Greenwood) and Peter Bolling (Unterkircher), young people who have read of cooperative parenting and wish to try out the theory. It works very well until Jimmy Sears (Cooley) loses control of himself under the spell of his adopted daughter's kisses. This passes, however, but then Peter falls in love with her. Beulah then tells Eleanor that she is engaged to Peter, and the heart-broken little girl goes back home. After an exhaustive search, Peter fails to find her, and he and Beulah complete their engagement. Eleanor returns, sees the true state of things, and asks God to let her be always their little girl."
1918,The Eyes of Julia Deep,American,Lloyd Ingraham,"Mary Miles Minter, Allan Forrest",comedy drama,https://en.wikipedia.org/wiki/The_Eyes_of_Julia_Deep,"Julia Deep is a young woman working behind the exchange desk at a department store. She usually serves as the clerk of wealthy and eccentric widows, such as Mrs. Lowe. She feels very lonely in the big city, until she notices books in the apartment of the star lodger in the building she lives in. The lodger, Terry Hartridge is the son of a wealthy man who is using his father's fortune to blaze a trail across the white lights of the city. He is spending his money carelessly and doesn't put any time in paying the bills, much to the dislike of the department store owner Timothy Black. These bills are delivered by the nobly Lottie Driscoll of the Robin Stock Company.
After a while, Terry's money spending takes its toll. He finds out he is broke and turns home depressed, trying to shoot himself. Meanwhile, Julia secretly went into his apartment to read books when he was out. She hides at first, but reveals herself when she catches him trying to kill himself. She tries to stop him and offers to be his business manager to help him spending money the right way. He takes her advice and with the help of Black, he lands into a low paying job at the department store. He neglects his job to flirt with Julia. Black discharges her, saying Terry has a career future and can't afford to go out with a shop girl.
Julia and Terry don't stop seeing each other at their building. Terry proposes, but Julia declines, explaining it would ruin his career. Soon, Terry is promoted to a foreman on a ship. Mrs. Lowe is angry to find out her favorite clerk has been fired and visits her. She offers her to be her personal secretary at her home, but Julia doesn't want to leave Terry and refuses the job offer. Later that day, Lottie sees Terry and Julia at the park and becomes jealous. After Terry has left, she starts to play an act she can't live without Terry and pretends she is trying to kill herself. Julia believes her and promises to give up her relationship with Terry, if Lottie does not kill herself.
Julia goes to live with Mrs. Lowe to serve as her secretary. Terry is swept away with her disappearance and visits her at Mrs. Lowe's mansion. She explains her reason of leaving him. Terry sees through Lottie's act and takes her to the theater, where Lottie is performing the same act on stage she performed at the park. She realizes what happened and reunites with him. They decide to elope, but are stopped by Mrs. Lowe and Black. They fight over who has the fault and are noticed by the local sheriff. He is fed up with their kibbering and decides to arrest the four of them.
They are locked into a room, where they eventually apologize. Julia and Terry escape, but the sheriff's help notices and runs after them. Meanwhile, it is revealed Mrs. Lowe and Black were once lovers. They reunite and escape as well to get married. In the ending, the sheriff realizes they don't belong in jail. After Mrs. Lowe and Black get a marriage license, they promise to give Julia and Terry a fancy wedding."
1918,The Eyes of Mystery,American,Tod Browning,"Edith Storey, Bradley Barker",mystery,https://en.wikipedia.org/wiki/The_Eyes_of_Mystery,"As described in a film magazine,[3] Carma Carmichael (Storey), who lives with her uncle Quincy Carmichael (Andrews), is kidnapped by her father and held for ransom. In order to trap the criminals and secure Jack Carrington (Barker) as Carma's husband, Quincy fakes his death and makes Jack his heir. Carma is angered by her uncle's action is determined to take her rightful place. By going through some of her uncle's papers, she discovers that the man she believes to be her father is an impostor and that her father is dead. Carma's supposed father and a group of moonshiners attack the Carmichael home and are fought off by Carma, Jack, and a friend. Quincy, believing it is time to return to life, does so in time to get the sheriff's posse on the house grounds, drive off the moonshiners, and capture the crooks."
1918,Face Value,American,Robert Z. Leonard,"Mae Murray, Wheeler Oakman",drama,https://en.wikipedia.org/wiki/Face_Value_(film),"As described in a film magazine,[4] Joan (Murray), a waif that was adopted by the keeper of a boarding house, runs away and becomes a cashier at a restaurant, but quits when the manager attempts to make love to her. She meets Louie (Ferguson), with whom she was once friendly, and he forces her to steal for him. She is caught and sentenced to a state reformatory. En route she escapes from the train by jumping into a stream and swims ashore, where she is picked up by Bertram (Oakman), the son of wealthy parents. He takes her home and she is permitted to stay there. Louie tries several times to get Joan under his power, but fails. Bertram marries Joan despite her past."
1918,The Forbidden City,American,Sidney Franklin,"Norma Talmadge, Thomas Meighan",drama,https://en.wikipedia.org/wiki/The_Forbidden_City,"The plot centers around an inter-racial romance between a Chinese princess (Talmadge) and an American (Meighan). When palace officials discover she has become pregnant she is sentenced to death. In the latter part of the film Talmadge plays the now adult daughter of the affair, seeking her father in the Philippines."
1918,Friend Husband,American,Clarence G. Badger,"Madge Kennedy, Rockliffe Fellowes",comedy drama,https://en.wikipedia.org/wiki/Friend_Husband,"As described in a film magazine,[1] Dorothy Dean (Kennedy), a young woman opposed to marriage, is shocked to find that under the terms of a wealthy aunt's will she is compelled to wed in order to inherit the estate. She advertises for a man who will go through the marriage ceremony and become her husband for a consideration and then leave her. Her lawyer has difficulty in obtaining a suitable young man when Dorothy mistakes Don Morton (Fellowes), a law student working in the office, for an applicant and a wedding is arranged. Don falls in love with the willful miss and kidnaps her. Leaving her at a cabin on an island, he returns to the mainland. The cabin is the rendezvous of thieves, and when Don discovers that the gang is going back to the shack he swims the river, rescues Dorothy after a hard fight with the gang and turns them over to the police. Dorothy then accepts her ""husband friend"" as her real husband."
1918,Fuss and Feathers,American,Fred Niblo,"Enid Bennett, Douglas MacLean",comedy,https://en.wikipedia.org/wiki/Fuss_and_Feathers,"A young girl suddenly finds herself wealthy, but lacking in social graces. She calls upon the disinherited son from a wealthy family for help."
1918,The Ghost of Slumber Mountain,American,Willis O'Brien,"Herbert M. Dawley, Willis O'Brien",fantasy,https://en.wikipedia.org/wiki/The_Ghost_of_Slumber_Mountain,"Most of the full plot is unknown. In the version available today, Holmes (Dawley) tells his nephews and children about an adventure he had in the woodlands around Slumber Mountain, near the Valley of Dreams. He finds the cabin belonging to the late hermit Mad Dick, who Holmes's friend Joe once saw carrying a strange telescope-like instrument. That night, Holmes searches the cabin and finds the instrument. Upon doing so, the ghost of Mad Dick (O'Brien) instructs him to use it to look at the peak of Slumber Mountain. When he does, he seemingly looks back into the past, seeing a Tyrannosaurus and a Triceratops doing battle. The Tyrannosaurus proves triumphant, and after killing the Triceratops, breaks the time barrier and begins chasing Holmes. It is then revealed that Holmes dreamed everything. The children then tackle him for thinking of a good tall tale."
1918,The Goddess of Lost Lake,American,Wallace Worsley,Louise Glaum,drama,https://en.wikipedia.org/wiki/The_Goddess_of_Lost_Lake,"The story is about a young woman who is a quarter Native American Indian, Mary Thorne (Glaum), who returns to the home of her prospector father, Marshall Thorne (Dowling), after completing her education in the East. She has a college degree and an air of refinement.
While her father is away hunting for gold at Lost Lake, Mary enjoys the freedom of his mountain cabin. When two hunters on a hunting expedition, Mark Hamilton (Butt) and Chester Martin (Mack), show up and visit the cabin she decides to put on Indian clothing and pretend she is a full-blooded Indian princess for fun. Both men are attracted to the Indian maiden and Hamilton falls deeply in love with her. Martin, however, is contemptuous of her Indian background. When Mary hears him making derisive remarks about the Indian race, she returns to her father's cabin.
Martin follows her home, enters her bedroom, and attacks her. Hamilton comes to her rescue and prevents Martin from raping her. He then looks around the room and sees the modern decor. Realizing that Mary is a young woman of culture and education, he becomes angry because she fooled him and leaves. Meanwhile, while Mary's father is searching for gold, which legend has it is at the bottom of Lost Lake, a legend that also says a white man who once stole some of the gold killed an Indian prince and a white man's blood must fall before anymore gold can be taken, he is killed by an Indian guard at Lost Lake.
Mary inherits the gold that her father discovered. Hamilton, who cannot forget her, comes back and they are married."
1918,The Great Love,American,D.W. Griffith,"George Fawcett, Lilian Gish",war drama,https://en.wikipedia.org/wiki/The_Great_Love_(1918_film),"As described in a film magazine,[5] Jim Young (Harron) of Youngstown, Pennsylvania, reads of the German war atrocities and decides to enlist in the British army, thus becoming a forerunner of the American forces that are subsequently to leave for the battlefields of Europe. He begins active training at a camp outside London. While enjoying a few hours of leave, he meets Susie Broadplains (Gish), a young woman from Australia. She is flattered by his attentions and their friendship soon blossoms into love. Susie's one dissipation consists of walking in Pump Lane with her soldier boy. She falls heir to 20,000 pounds and at once becomes the object of much solicitude from Sir Roger Brighton (Walthall), a fortune hunter. When Jim is ordered with his regiment to go to the Front, he has no time to bid her adieu. Sir Rogers seeks to force his marriage before he leaves for Paris on a business trip, and she accepts him. German plotters plan to destroy an arsenal at night and Sir Roger is inveigled into driving an automobile along a London road with its lights turned skyward to guide the Zeppelins. Jim, wounded and home on furlough, detects Sir Roger on the lonely road, follows and traps him in his cottage. Sir Roger turns his pistol on himself rather than be taken alive. Susie finds the ""great love"" in service for the cause of democracy and her country, with a greater love in sight."
1918,The Greatest Thing in Life,American,D.W. Griffith,"Robert Harron, Lillian Gish",war drama,https://en.wikipedia.org/wiki/The_Greatest_Thing_in_Life,"As described in a film magazine,[6] Leo Peret (Lestina) has a small quiet tobacco shop in Greenwich Village. Edward Livingston (Harron), a wealthy young clubman and man-about-town, comes in frequently ostensibly to buy cigarettes but in reality to talk to the daughter Jeannette (Gish), and he is soon in love with the little shop girl. Leo is homesick for his native France, but lacks the funds to make the passage. Edward, learning of their plight, sends $1,000 with a note saying that the money is payment for a good deed. Leo accepts the money and he and Jeannette embark at once. In France Leo regains his health but suffers a broken leg. When Edward learns of this he goes to France and seeks out Jeannette to resume his lovemaking. He finds that he has a rival, however, in Mons Le Bebe, a grocer, and after forcefully embracing Jeannette one evening, she bids him to be gone forever. She is discouraged over Le Bebe's fondness for garlic and his refusal to accept the beauties of Chantecler. But a chicken is just a chicken to Le Bebe.
War with Germany is declared and Le Bebe marches off to battle with Jeannette's blessing. The French soldiers are driven from the town by the Germans and Jeannette, her father and aunt, and little Peaches (Jackson) seek safety in the cellar. Leo is trusted with the hiding place of a telephone and he volunteers to keep the French posted. In defense of the town Le Bebe is shot in the leg, and he drags himself to the cellar. Jeannette hides him under some sand and he escapes capture. Meanwhile, Edward has enlisted in the American army that comes to the aid of France, and although he despises his fellow soldiers, he is a brave man. In a charge two companies become mixed and he finds himself in a shell hole with a black soldier who is dying. Edward's manliness asserts itself and he accomplishes the soldier's final request.
Leo is discovered listening to a German officer (Peil) discussing plans and is shot. He creeps back to the cellar and Jeannette relays the information by telephone to the French. Just as the Germans reach the cellar and force their way in, American troops enter the town. Le Bebe dies defending Jeannette, and she is saved from death by an American scouting party led by Edward. Later at the town's bakery shop, Jeannette hands out cakes and pies to the soldiers. Edward renews his lovemaking, and she is pleased with her American sweetheart."
1918,He Comes Up Smiling,American,Allan Dwan,"Douglas Fairbanks, Marjorie Daw",adventure,https://en.wikipedia.org/wiki/He_Comes_Up_Smiling,"As described in a film magazine,[2] the principle duty of bank clerk Jerry Martin is to care for the bank president's pet canary. The bird escapes and Jerry starts in pursuit. In a chase that takes him far afield, Jerry meets a hobo and decides to give up his bank job. Baron Bean (Montana), another hobo, becomes his valet, but they desert Jerry when he is taking a bath and steal his clothes. He finds a suit belonging to William Batchelor (MacQuarrie), a broker who is cooling off at a pool, and with the broker's business cards he passes himself off as Batchelor. He meets John Bartlett (Campeau) and his daughter Billie (Daw) and promptly falls in love. Her father is also a stock broker who has been nicked by Batchelor. An attempt is made to corner the market while Jerry is being entertained, but he foils the plotters, falls heir to a fortune, and wins the love of Billie."
1918,Headin' South,American,Allan Dwan,"Douglas Fairbanks, Katherine MacDonald",romantic comedy,https://en.wikipedia.org/wiki/Headin%27_South,"As described in a film magazine,[3] a forest ranger known only as Headin' South (Fairbanks) goes forth in search of Spanish Joe (Campeau), a Mexican responsible for most of the treachery and outlawry along the U.S.-Mexican boarder. Headin' South gains quite a reputation as he goes along and finally believes himself worthy of joining Joe's band. in a whirlwind finish in which Joe is captured, Headin' South meets one of Joe's near victims (MacDonald) and falls in love with her."
1918,The Heart of Humanity,American,Allen Holubar,"Dorothy Phillips, William Stowell",propaganda,https://en.wikipedia.org/wiki/The_Heart_of_Humanity,"Nanette (Dorothy Phillips), an American girl living in a small Canadian village, is in love with John Patricia (William Stowell), the eldest of five brothers. The war interrupts their romantic idyll, as everyone goes overseas to Belgium and France. Nanette becomes a Red Cross nurse and is terrorized by the evil Prussian Lt. von Eberhard (Erich von Stroheim). It is up to John to save her from the Hun's advances."
1918,Hearts of the World,American,D. W. Griffith,"Lillian Gish, Dorothy Gish",ww1 propaganda,https://en.wikipedia.org/wiki/Hearts_of_the_World,"Two families live next to one another in a French village on the eve of World War I. The Boy in one of the families falls for the only daughter in the other family. As they make preparations for marriage, World War I breaks out, and, although the Boy is American, he feels he should fight for the country in which he lives.
When the French retreat, the village is shelled. The Boy's father and the Girl's mother and grandfather are killed. The Girl, deranged, wanders aimlessly through the battlefield and comes upon the Boy badly wounded and unconscious. She finds her way back to the village where she is nursed back to health by The Little Disturber who had previously been a rival for the Boy's affections. The Boy is carried off by the Red Cross. Von Strohm, a German officer, lusts after the Girl and attempts to rape her, but she narrowly escapes when he is called away by his commanding officer.
Upon his recovery, the Boy, disguised as a German officer, infiltrates the enemy-occupied village, finds the Girl. The two of them are forced to kill a German sergeant who discovers them. Von Strohm finds the dead sergeant and locates the Boy and Girl who are locked in an upper room at the inn. It is a race against time with the Germans trying to break the door down as the French return to retake the village."
1918,Hell Bent,American,John Ford,"Harry Carey, Duke R. Lee",western,https://en.wikipedia.org/wiki/Hell_Bent,"As described in a film magazine,[2] Bess Thurston (Gerber), whose no-account brother Jack (Pegg) is unable to support her, obtains employment in a dance hall. This shatters the illusions of Cheyenne Harry (Carey), who has fallen in love with her. When he rescues her from the advances of Beau Ross (Harris), Cheyenne's confidence in her is restored. Her brother then aids Beau in an attempted robbery and Harry allows them to escape. Beau takes Bess with him into the desert. Harry follows and a duel ensues in which they are both wounded. Bess rides the only horse left out of the desert, while Beau and Harry struggle along on foot. A sandstorm results in the death of Beau, but Harry lives to find happiness with Bess."
1918,The House of Mirth,American,Albert Capellani,Katherine Harris Barrymore,drama,https://en.wikipedia.org/wiki/The_House_of_Mirth_(1918_film),"Socialite but penniless orphan Lily Bart is living with her wealthy aunt who insists that she takes upon herself a rich husband. Balking at this idea and remaining faithful to her impecunious sweetheart Lawrence Selden (Henry Kolker), Lily is desirous of maintaining her luxurious lifestyle: she accepts the financial ""favors"" of some married millionaires but refuses to surrender her virtue in return â€“ until she discovers that her sainted Selden has been fooling around with another man's wife."
1918,Huck and Tom,American,William Desmond Taylor,"Jack Pickford, Robert Gordon",comedy drama,https://en.wikipedia.org/wiki/Huck_and_Tom,"As described in a film magazine,[3] while in a graveyard trying an old remedy to get rid of their warts, Tom (Pickford) and Huck (Gordon) witness a murder. At the trial their repetition of the story clears Muff Potter (Bates), an innocent suspect and victim of Injun Joe's (Lanning) plot. Injun Joe escapes to the Painted Cave, where the next day Tom and Becky (Horton) become lost. After a four-day search the missing ones come home and the entrance to the Painted Cave is sealed. Tom tells Judge Thatcher (Burton) that Injun Joe is hiding there. The entrance to the cave is opened and the dead body of the murderer is brought out. Tom and Huck become the possessors of a treasure they found, and with this fortune they plan on becoming great and fierce robbers."
1918,The Legion of Death,American,Tod Browning,"Edith Storey, Philo McCullough",drama,https://en.wikipedia.org/wiki/The_Legion_of_Death,"As described in a film magazine,[2] determined to lay down her life if necessary for her country, Princess Marya (Storey) mobilizes an army of Russian peasant women and is stationed in one of the front line trenches. German forces are about to overrun her battery when American volunteers arrive, and the Germans are dispelled. With autocracy abolished in Russia, Marya consents to become the wife of American Captain Rodney Willard (McCullough)."
1918,Men Who Have Made Love to Me,American,Arthur Berthelet,"Mary MacLane, Ralph Graves",biopic,https://en.wikipedia.org/wiki/Men_Who_Have_Made_Love_to_Me,"The story of six affairs of the heart, drawn from controversial feminist author Mary MacLane's 1910 syndicated article(s) by the same name, later published in book form in 1917. None of MacLane's affairs - with ""the bank clerk,"" ""the prize-fighter,"" ""the husband of another,"" and so on - last, and in each of them MacLane emerges dominant. Re-enactments of the love affairs are interspersed with MacLane addressing the camera (while smoking), and talking contemplatively with her maid on the meaning and prospects of love.[3]"
1918,Mickey,American,"F. Richard Jones, James Young",Mabel Normand,comedy,https://en.wikipedia.org/wiki/Mickey_(1918_film),"Mickey (Normand) is an adult orphan who has been raised since girlhood in poverty near Feather River, California by an unsuccessful miner, Joe Meadows, and his housekeeper, Minnie. Mickey is the free-spirited, uncultured daughter of the miner's deceased partner. Meadows took charge of Mickey at his dying partner's request. Mickey is sent to live in Great Neck, Long Island--part of suburban New York City--with her aunt (Mrs. Geoffrey Drake) and her family. Mrs. Drake is under the impression that Mickey is wealthy and well refined. When Mickey arrives at her aunt's luxurious home, the aunt is disappointed that she is not well-to-do and puts her to work as a servant. Mickey's presence there sparks an awkward love triangle involving her, her cousin (Elsie Drake), and young mining executive Herbert Thornhill (Wheeler Oakman) whom Mickey first encountered in California. Just after Mickey is sent packing, a telegram arrives for her announcing that a vein has been struck on Joe's Tomboy mine and she is suddenly worth millions. Mrs. Drake's opinion of Mickey changes quickly and she is welcomed back--in the hope she and Reggie Drake will become a couple. Herbert had recently proposed to Elsie, but realizes he truly loves Mickey. Shortly afterward, Herbert receives a telegram from his lawyer, Tom Rawlings, explaining that his mining claims are now invalid and thus worthless. Elsie and Mrs. Drake find the telegram and call off the wedding because Herbert is now bankrupt. Herbert tries to regain his fortune by borrowing $5,000 and betting it on a horse race. The race is rigged--and Mickey finds out about the plot. Just as the race is about to begin, Mickey dresses in jockey silks, unhorses the crooked jockey, and tries to win the race by riding it for Herbert. Just as it appears Mickey's horse will win, she falls from her mount. Some time later Mickey reluctantly goes horseback riding with Reggie who tries to molest her in an abandoned house. Herbert arrives on the scene, battles Reggie, and rescues Mickey as she is dangling dangerously from the rooftop. Mickey and Herbert are married. As they depart on their honeymoon, a note arrives from lawyer Rawlings explaining the earlier telegram about his mining interests being worthless was a ruse designed to get Herbert out of his loveless engagement to Elsie Drake. The film ends with both Mickey and Herbert happily in love, wed, and exceedingly wealthy."
1918,Moonshine,American,Unknown,'Fatty' Arbuckle/Buster Keaton,comedy,https://en.wikipedia.org/wiki/Moonshine_(1918_film),"Set in the Virginia Hills, Fatty and Buster play revenue agents tasked with hunting down bootleggers and bringing them to justice. The duo, aided by dozens of volunteers (all of whom somehow manage to fit inside Buster's small car) set off to track down the bootlegers. Fatty and Buster get separated from the group and take a tumble down a hill which leave Fatty's pants dirty. After Fatty washes his pants in a river (while Buster is wearing them) and leaves them to dry in a tree, he meets Alice (Alice Lake), the daughter of Jud Grew (Dudley) the head bootlegger with whom he develops a romance.
After fighting another bootlegger who is madly in love with Alice (St John) Fatty reunites with Buster and the two stumble across the bootlegger's storage space where they find a stash of illegal moonshine. Fatty is ambushed and taken away by the bootlegger but Buster gets away and dispatches of the love rival bootlegger by pushing him off a cliff.
Fatty is taken back to the bootlegger's hideout where, taking inspiration from The Count of Monte Cristo by Alexandre Dumas, he escapes by pretending to be dead so that the bootleggers will throw him into the river, after being thrown into the water he floats downstream before swimming to shore where he reunites with Buster. The two make a plan to rescue Alice and to take down the bootlegger but realize that their band of volunteers is nowhere to be found. The love rival bootlegger from earlier sneaks up on them, knocks out Keaton and with help from his fellow bootleggers takes Arbuckle to a cabin and lights the fuse to a bomb inside. The cabin explodes but Arbuckle breaks the fourth wall by having the camera wound backwards so that the cabin reassembles itself and he emerges totally unharmed. Arbuckle takes out the love rival bootlegger by using a gun that he has modified so that it can shoot around corners and Buster dispatches of the remaining bootleggers except for the leader.
The leader proclaims that Fatty has proven himself worthy and gives him his blessing to marry Alice but Fatty immediately refuses, revealing that he already has a wife. Buster agrees to marry Alice instead and Fatty sets off down the hills towards his next adventure."
1918,Mr. Fix-It,American,Allan Dwan,"Douglas Fairbanks, Wanda Hawley",romantic comedy,https://en.wikipedia.org/wiki/Mr._Fix-It_(1918_film),"As described in a film magazine,[3] because of his ability to fix things Dick Remington (Fairbanks) becomes known as ""Mr. Fix-It"" and enters the aristocratic home of the Burroughs as their nephew. Before long he has melted the stone hearts of three aunts and one uncle and won the heart of Mary McCullough (Hawley) in addition to setting aright the affairs of pretty Georgiana Burroughs (MacDonald) and Olive Van Tassell (Landis)."
1918,Nine-Tenths of the Law,American,B. Reeves Eason,Mitchell Lewis,drama,https://en.wikipedia.org/wiki/Nine-Tenths_of_the_Law,"As described in a film magazine,[1] Jules Leneau (Lewis) and his wife Jane (Maye), living in a cabin in the Northwoods, are inconsolable after the death of their infant son. Through the wicked scheme of Red Adair (Eason) and his partner, trappers who live below the Leneaus, a child from the city is kidnapped and brought to the woods. The child wanders away and falls into a bear trap set by Jules, who discovers him there. The child is adopted by Jules and his wife and, because of her joy, he does not try to discover where the child is from. Red Adair makes several attempts to recover the child, and as a result Jules learns where the child belongs, and resolves to give him up despite Jane's pleadings. She is about to cast herself from a cliff when the story is brought to a happy and unexpected ending."
1918,The Non-Stop Kid,American,Gilbert Pratt,Harold Lloyd,comedy,https://en.wikipedia.org/wiki/The_Non-Stop_Kid,"Bebe plays a pretty young thing with several suitors, including Harold, competing to win her affections."
1918,Old Wives for New,American,Cecil B. DeMille,"Elliott Dexter, Florence Vidor",drama,https://en.wikipedia.org/wiki/Old_Wives_for_New,"As described in a film magazine,[4] disgusted by the unattractive, slovenly appearance of his wife Sophy (Ashton), Charles Murdock (Dexter) goes on a long hunting trip. He meets Juliet Raeburn (Vidor), falls in love with her, and while telling her of his love, he reveals that he is a married man. Upon his return his wife flies into a frenzy of jealousy. To forget, he goes out with his business partner Tom Berkeley (Roberts), meets Viola Hastings (Manon), who is being provided for by Berkeley, and another woman of the cafes. Viola shoots Berkeley when she finds him in another woman's bedroom and Juliet Raeburn's name is connected to the scandal by a false report. Murdock, to protect Juliet, goes abroad with another woman. After his wife obtains a divorce, Juliet and Murdock meet in Venice, renew their friendship, and marry."
1918,Out of the Inkwell,American,Max Fleischer Dave Fleischer,,animated series,https://en.wikipedia.org/wiki/Out_of_the_Inkwell,"The series is the result of three experimental short films Max Fleischer produced independently in the period 1914-1916 to demonstrate his invention, the rotoscope, which was a device made up of a movie projector and a stand used as an aid to obtain realistic movements in cartoons . The rotoscope projected a film film through an opening in the stand, covered by a glass plate acting as a design surface. The image on the projected film was drawn on paper, advancing the film one frame at a time as each drawing was made. Brother Dave Fleischer was working as clowns at Coney Island, and served as a model for what would become their first famous character, Koko the Clown.
Out of the Inkwell was started at Bray Productions as a monthly release at The Bray's Pictorgraph Screen Magazine produced for Paramount Pictures from 1918 to 1920 and later for Goldwyn Pictures in 1921. In the same year, Fleischer brothers opened their studio, And in 1923 the clown who had previously no name began to be known as Ko-Ko when veteran animator Dick Huemer became the new director of animation. Huemer, who started animating with the Mutt and Jeff series in 1916, brought the influence of that series into Out of the Inkwell and created a small canine partner named Fitz. Huemer also redesigned the clown for animation and brought the Fleischer away from their dependence on the rotoscope. He also defined the design style with its distinctive inking quality for which the series was famous.
But it was the integration and interaction of live action sequences featuring Max Fleischer who spun the series. Generally, cartons begin live action by showing Max who begins his day. He begins to draw characters on paper, or open the inkwell and they come out and interact with reality. An image of Ko-Ko at The Chinese Restaurant (1927) of The Inkwell Imps series, with Koko il Clown and Fitz the Dog.
The Out of the Inkwell series lasted from 1918 to 1926, the following year was renamed The Inkwell Imps for Paramount and continued until 1929. Fleischer continued in the series, acting as an actor, producer, screenwriter and animator for his studio Out of The Inkwell Films, producing 62 episodes of Out of the Inkwell and 56 by The Inkwell Imps. Although the Inkwell Imps series was replaced by Talkartoons in 1929, Koko il Clown returned in 1931 as a supporting character with Bimbo and Betty Boop. Koko's latest cinematic appearance was in the hilarious Betty Boop Gas cartoon (1934), which was a remake of The Cure (1924) of this series. Koko had a short cameo in his only color film appearance in the episode of Screen Songs Toys will be Toys (1949).
In 1955, short films of the Out of the Inkwell series, together with another 2500 Paramount pre-1950 shorts, were sold to television, the majority acquired by U.M. & M. TV. Corp. In 1958 Max Fleischer activated a new study in a partnership with Hal Seeger, and in 1960 produced a television series called Out of the Inkwell, consisting of 100 episodes of five minutes each. In the new color series, KoKo had a clown girl named KoKette and an antagonist named Mean Moe. Larry Storch dubbed KoKo and all the supporting characters. Much of the shorts in the original series are now in the public domain."
1918,Out West,American,Roscoe Arbuckle,"Fatty Arbuckle, Buster Keaton",comedy,https://en.wikipedia.org/wiki/Out_West_(1918_film),"Arbuckle plays a drifter who has caught a ride hiding in a train's water tank but is thrown off the train after being discovered stealing food from the passengers. He is chased by a group of Indians who intend to kill and eat him. He runs to a town called Mad Dog Gulch where he inadvertently foils a robbery attempt by Wild Bill Hickup (St John) and his gang after which the town sheriff (Keaton) appoints him the new bar tender of the local bar ""The Last Chance Saloon"".
Later Hickup returns, this time drunk and causing chaos in the bar. After he begins forcing himself on a young lady ""Salvation Sue"" (Lake), The Bartender and the sheriff attempt to eject Hickup once again. When their attempts to knock him out by breaking bottles over his head and even shooting him in the back prove ineffective, they manage to subdue him by tickling him until he flees.
Humiliated, Hickup attempts to gain his revenge by kidnapping Sue and riding out of the town with her as his gang keep the bartender and the sheriff at bay. The bartender eventually breaks free and chases Hickup back to his shack as the Sheriff holds off Hickup's men. After once again subduing Hickup by tickling him, the bartender and Sue push his shack off a hill with him still inside."
1918,Powers That Prey,American,Henry King,"Mary Miles Minter, Allan Forrest",comedy drama,https://en.wikipedia.org/wiki/Powers_That_Prey,"Burton Grant exposes politician Jarvis McVey as a crook in a newspaper and is run out of town. He asks his daughter Sylvia to turn his job at the Daily News over to editor Frank Summers. Sylvia has inherited her father's talents and decides to fire Frank and take over the newspaper herself. Meanwhile, Frank finds out McVey is involved in a scheme concerning the city franchise. When Sylvia is informed, she publishes the news. She publishes stories about merchants who do not do business in ways that she believes are correct, which almost ruins the paper. Soon, the townspeople are after her and her father comes back to protect her against the outraged townsfolk, while Frank concerns about proving her reliability. She is successful in preventing McVey from furthering his graft policies, and becomes engaged to Frank.[3][4]"
